itemID,Product,Variety/Size,Brand,price,Production(kg CO2e),Packaging(kg CO2e),Logistics(kg CO2e),Total(kg CO2e),refurbished_available
3995,Gas Stove/Cooktop,4 Burner,Prestige,4609,50.0,5.0,5.0,60.0,0
3996,Refrigerator,500 L,Whirlpool,67402,240.0,24.0,38.4,302.4,1
3997,Gas Stove/Cooktop,2 Burner,Sunflame,2379,28.5,2.85,2.85,34.2,0
3998,Refrigerator,240 L,LG,20022,176.4,17.64,19.6,213.64,1
3999,Gas Stove/Cooktop,4 Burner,Butterfly,5757,47.5,4.75,4.75,57.0,0
4000,Television,43 inch,TCL,27238,117.6,11.76,24.5,153.86,1
4001,Mixer Grinder,500 W,Philips,3249,52.5,5.25,5.25,63.0,0
4002,Television,50 inch,Sony,50735,180.0,18.0,36.0,234.0,1
4003,Refrigerator,190 L,Whirlpool,19194,144.0,14.4,14.4,172.8,0
4004,Refrigerator,190 L,LG,24972,147.0,14.7,14.7,176.4,1
4005,Television,75 inch,LG,82963,245.0,24.5,49.0,318.5,0
4006,Fans,48 inch,Crompton,1906,20.0,2.0,2.0,24.0,1
4007,Geyser/Water Heater,6 L,Crompton,3076,40.0,4.0,4.0,48.0,0
4008,Fans,48 inch,Usha,2971,20.4,2.04,2.04,24.48,1
4009,Fans,48 inch,Bajaj,2977,20.2,2.02,2.02,24.24,1
4010,Geyser/Water Heater,6 L,Crompton,2466,40.0,4.0,4.0,48.0,0
4011,Mixer Grinder,1000 W,Havells,7538,90.0,9.0,10.0,109.0,0
4012,Washing Machine,8 kg,Samsung,37531,142.5,14.25,14.25,171.0,1
4013,Cooler,20 L,Havells,6843,30.0,3.0,8.0,41.0,1
4014,Gas Stove/Cooktop,2 Burner,Sunflame,3612,28.5,2.85,2.85,34.2,0
4015,Washing Machine,8 kg,Godrej,25719,148.5,14.85,14.85,178.2,0
4016,Gas Stove/Cooktop,4 Burner,Sunflame,5255,47.5,4.75,4.75,57.0,1
4017,Air Conditioner,2 Ton,Hitachi,65063,345.0,34.5,36.8,416.3,1
4018,Air Conditioner,2 Ton,Hitachi,61778,345.0,34.5,36.8,416.3,1
4019,Refrigerator,190 L,LG,24199,147.0,14.7,14.7,176.4,1
4020,Mixer Grinder,500 W,Bajaj,2370,50.5,5.05,5.05,60.6,1
4021,Fans,52 inch,Havells,3551,25.0,2.5,3.0,30.5,1
4022,Television,75 inch,LG,95729,245.0,24.5,49.0,318.5,0
4023,Television,65 inch,Sony,88656,264.0,26.4,48.0,338.4,1
4024,Washing Machine,8 kg,IFB,31581,145.5,14.55,14.55,174.6,0
4025,Refrigerator,190 L,Whirlpool,20613,144.0,14.4,14.4,172.8,1
4026,Refrigerator,340 L,Panasonic,46551,220.0,22.0,30.0,272.0,0
4027,Television,65 inch,Sony,65712,264.0,26.4,48.0,338.4,1
4028,Fans,52 inch,Orient,3890,27.25,2.73,3.27,33.25,0
4029,Television,32 inch,Samsung,18304,95.0,9.5,19.0,123.5,1
4030,Refrigerator,240 L,Panasonic,23447,180.0,18.0,20.0,218.0,1
4031,Television,32 inch,Sony,16029,120.0,12.0,24.0,156.0,0
4032,Television,65 inch,Xiaomi,61219,226.6,22.66,41.2,290.46,1
4033,Cooler,30 L,Bajaj,8079,40.4,4.04,10.1,54.54,1
4034,Cooler,50 L,Havells,18875,50.0,5.0,10.0,65.0,1
4035,Gas Stove/Cooktop,3 Burner,Prestige,4763,40.0,4.0,4.0,48.0,1
4036,Television,50 inch,Xiaomi,44849,154.5,15.45,30.9,200.85,0
4037,Geyser/Water Heater,15 L,AO Smith,4780,75.0,7.5,7.5,90.0,1
4038,Air Conditioner,1 Ton,LG,33232,196.0,19.6,24.5,240.1,1
4039,Gas Stove/Cooktop,3 Burner,Bajaj,5169,40.4,4.04,4.04,48.48,1
4040,Washing Machine,9 kg,LG,39446,176.4,17.64,17.64,211.68,0
4041,Air Conditioner,1 Ton,Voltas,28770,200.0,20.0,25.0,245.0,1
4042,Refrigerator,500 L,Whirlpool,63448,240.0,24.0,38.4,302.4,1
4043,Fans,52 inch,Havells,2400,25.0,2.5,3.0,30.5,0
4044,Air Conditioner,1 Ton,LG,26229,196.0,19.6,24.5,240.1,0
4045,Air Conditioner,1.5 Ton,Samsung,47834,237.5,23.75,23.75,285.0,0
4046,Cooler,50 L,Crompton,19415,50.0,5.0,10.0,65.0,1
4047,Washing Machine,6 kg,Bosch,23096,96.0,9.6,9.6,115.2,1
4048,Refrigerator,240 L,Samsung,24771,171.0,17.1,19.0,207.1,1
4049,Refrigerator,500 L,Samsung,46380,237.5,23.75,38.0,299.25,1
4050,Mixer Grinder,1000 W,Bajaj,5211,90.9,9.09,10.1,110.09,1
4051,Washing Machine,8 kg,Godrej,28452,148.5,14.85,14.85,178.2,1
4052,Air Conditioner,2 Ton,Hitachi,56352,345.0,34.5,36.8,416.3,1
4053,Gas Stove/Cooktop,3 Burner,Prestige,4499,40.0,4.0,4.0,48.0,1
4054,Water Purifier,RO+UV,Aquaguard,8062,61.2,6.12,4.08,71.4,1
4055,Mixer Grinder,750 W,Havells,3427,70.0,7.0,7.0,84.0,1
4056,Television,32 inch,Xiaomi,27712,103.0,10.3,20.6,133.9,1
4057,Air Conditioner,2 Ton,LG,53677,294.0,29.4,31.36,354.76,1
4058,Television,55 inch,Xiaomi,64524,185.4,18.54,36.05,239.99,1
4059,Television,32 inch,OnePlus,27579,102.0,10.2,20.4,132.6,0
4060,Geyser/Water Heater,10 L,Bajaj,4920,50.5,5.05,5.05,60.6,0
4061,Gas Stove/Cooktop,3 Burner,Elica,3182,48.0,4.8,4.8,57.6,1
4062,Air Conditioner,1.5 Ton,LG,48859,245.0,24.5,24.5,294.0,1
4063,Cooler,30 L,Symphony,7343,44.0,4.4,11.0,59.4,0
4064,Television,32 inch,Xiaomi,19020,103.0,10.3,20.6,133.9,0
4065,Mixer Grinder,750 W,Preethi,5042,80.5,8.05,8.05,96.6,0
4066,Geyser/Water Heater,6 L,Crompton,3626,40.0,4.0,4.0,48.0,1
4067,Air Conditioner,1.5 Ton,Hitachi,31002,287.5,28.75,28.75,345.0,0
4068,Fans,48 inch,Usha,1773,20.4,2.04,2.04,24.48,0
4069,Gas Stove/Cooktop,3 Burner,Sunflame,5662,38.0,3.8,3.8,45.6,0
4070,Refrigerator,300 L,Godrej,38831,198.0,19.8,24.75,242.55,1
4071,Gas Stove/Cooktop,2 Burner,Elica,3920,36.0,3.6,3.6,43.2,0
4072,Cooler,30 L,Voltas,8120,40.0,4.0,10.0,54.0,1
4073,Water Purifier,RO+UV+UF,Livpure,12444,84.0,8.4,4.2,96.6,1
4074,Washing Machine,6 kg,Bosch,22684,96.0,9.6,9.6,115.2,1
4075,Gas Stove/Cooktop,4 Burner,Elica,7043,60.0,6.0,6.0,72.0,0
4076,Mixer Grinder,500 W,Preethi,3216,57.5,5.75,5.75,69.0,1
4077,Television,65 inch,Xiaomi,70923,226.6,22.66,41.2,290.46,0
4078,Washing Machine,6 kg,Bosch,18018,96.0,9.6,9.6,115.2,0
4079,Cooler,30 L,Voltas,11403,40.0,4.0,10.0,54.0,1
4080,Television,43 inch,Xiaomi,33190,123.6,12.36,25.75,161.71,1
4081,Television,50 inch,Xiaomi,42837,154.5,15.45,30.9,200.85,1
4082,Washing Machine,7 kg,Bosch,24398,115.2,11.52,11.52,138.24,0
4083,Gas Stove/Cooktop,2 Burner,Elica,3305,36.0,3.6,3.6,43.2,1
4084,Air Conditioner,1 Ton,Daikin,31099,190.0,19.0,23.75,232.75,0
4085,Refrigerator,190 L,LG,17768,147.0,14.7,14.7,176.4,0
4086,Fans,52 inch,Havells,2633,25.0,2.5,3.0,30.5,1
4087,Air Conditioner,1 Ton,Voltas,26594,200.0,20.0,25.0,245.0,0
4088,Television,75 inch,LG,92746,245.0,24.5,49.0,318.5,1
4089,Water Purifier,RO+UV+UF,Blue Star,16585,80.8,8.08,4.04,92.92,0
4090,Fans,48 inch,Atomberg,1853,21.0,2.1,2.1,25.2,0
4091,Water Purifier,RO+UV,Aquaguard,12230,61.2,6.12,4.08,71.4,0
4092,Television,50 inch,Vu,37219,165.0,16.5,33.0,214.5,0
4093,Refrigerator,300 L,Samsung,26616,190.0,19.0,23.75,232.75,1
4094,Cooler,30 L,Voltas,10065,40.0,4.0,10.0,54.0,1
4095,Washing Machine,7 kg,Bosch,22496,115.2,11.52,11.52,138.24,0
4096,Television,32 inch,Sony,15461,120.0,12.0,24.0,156.0,0
4097,Mixer Grinder,500 W,Philips,3801,52.5,5.25,5.25,63.0,1
4098,Water Purifier,RO+UV,HUL,8547,60.0,6.0,4.0,70.0,0
4099,Refrigerator,300 L,LG,36061,196.0,19.6,24.5,240.1,1
4100,Gas Stove/Cooktop,3 Burner,Butterfly,5178,38.0,3.8,3.8,45.6,0
4101,Washing Machine,8 kg,Whirlpool,37524,144.0,14.4,14.4,172.8,1
4102,Geyser/Water Heater,10 L,AO Smith,3583,62.5,6.25,6.25,75.0,1
4103,Gas Stove/Cooktop,4 Burner,Sunflame,6187,47.5,4.75,4.75,57.0,0
4104,Television,43 inch,Xiaomi,34381,123.6,12.36,25.75,161.71,1
4105,Refrigerator,340 L,Godrej,47256,217.8,21.78,29.7,269.28,1
4106,Washing Machine,9 kg,Godrej,35779,178.2,17.82,17.82,213.84,1
4107,Air Conditioner,2 Ton,Samsung,57851,285.0,28.5,30.4,343.9,0
4108,Geyser/Water Heater,6 L,Racold,2271,41.2,4.12,4.12,49.44,1
4109,Cooler,30 L,Voltas,10650,40.0,4.0,10.0,54.0,1
4110,Fans,48 inch,Crompton,1537,20.0,2.0,2.0,24.0,0
4111,Television,65 inch,OnePlus,68411,224.4,22.44,40.8,287.64,0
4112,Refrigerator,300 L,LG,28788,196.0,19.6,24.5,240.1,0
4113,Washing Machine,9 kg,IFB,30087,174.6,17.46,17.46,209.52,0
4114,Washing Machine,6 kg,Godrej,24177,99.0,9.9,9.9,118.8,1
4115,Water Purifier,RO+UV+UF,Livpure,13146,84.0,8.4,4.2,96.6,0
4116,Television,75 inch,Xiaomi,89834,257.5,25.75,51.5,334.75,1
4117,Television,43 inch,Xiaomi,30772,123.6,12.36,25.75,161.71,1
4118,Refrigerator,300 L,LG,37573,196.0,19.6,24.5,240.1,1
4119,Geyser/Water Heater,6 L,Havells,3322,40.0,4.0,4.0,48.0,0
4120,Gas Stove/Cooktop,2 Burner,Elica,2679,36.0,3.6,3.6,43.2,0
4121,Washing Machine,8 kg,Samsung,39805,142.5,14.25,14.25,171.0,0
4122,Gas Stove/Cooktop,4 Burner,Bajaj,7387,50.5,5.05,5.05,60.6,0
4123,Washing Machine,9 kg,Bosch,36544,172.8,17.28,17.28,207.36,1
4124,Washing Machine,6 kg,Whirlpool,16692,96.0,9.6,9.6,115.2,1
4125,Air Conditioner,1 Ton,Voltas,25197,200.0,20.0,25.0,245.0,1
4126,Mixer Grinder,500 W,Philips,3727,52.5,5.25,5.25,63.0,0
4127,Television,50 inch,Sony,56832,180.0,18.0,36.0,234.0,1
4128,Television,50 inch,Sony,36497,180.0,18.0,36.0,234.0,0
4129,Television,50 inch,TCL,40051,147.0,14.7,29.4,191.1,0
4130,Geyser/Water Heater,6 L,Havells,3036,40.0,4.0,4.0,48.0,0
4131,Geyser/Water Heater,10 L,Havells,5726,50.0,5.0,5.0,60.0,0
4132,Television,50 inch,Sony,41906,180.0,18.0,36.0,234.0,1
4133,Washing Machine,7 kg,Bosch,25841,115.2,11.52,11.52,138.24,1
4134,Geyser/Water Heater,10 L,V-Guard,5182,55.0,5.5,5.5,66.0,0
4135,Fans,48 inch,Atomberg,1881,21.0,2.1,2.1,25.2,0
4136,Geyser/Water Heater,10 L,Racold,5036,51.5,5.15,5.15,61.8,1
4137,Mixer Grinder,500 W,Havells,3584,50.0,5.0,5.0,60.0,1
4138,Refrigerator,500 L,Whirlpool,57224,240.0,24.0,38.4,302.4,1
4139,Washing Machine,6 kg,Godrej,18797,99.0,9.9,9.9,118.8,0
4140,Washing Machine,9 kg,LG,43718,176.4,17.64,17.64,211.68,0
4141,Washing Machine,7 kg,IFB,25436,116.4,11.64,11.64,139.68,0
4142,Geyser/Water Heater,10 L,AO Smith,4968,62.5,6.25,6.25,75.0,0
4143,Air Conditioner,1.5 Ton,Voltas,31332,250.0,25.0,25.0,300.0,1
4144,Refrigerator,340 L,Samsung,33777,209.0,20.9,28.5,258.4,1
4145,Gas Stove/Cooktop,2 Burner,Pigeon,3281,29.1,2.91,2.91,34.92,1
4146,Refrigerator,190 L,Samsung,17779,142.5,14.25,14.25,171.0,0
4147,Television,55 inch,Samsung,60471,171.0,17.1,33.25,221.35,1
4148,Gas Stove/Cooktop,3 Burner,Elica,3877,48.0,4.8,4.8,57.6,0
4149,Mixer Grinder,1000 W,Preethi,5462,103.5,10.35,11.5,125.35,1
4150,Cooler,20 L,Kenstar,7946,29.7,2.97,7.92,40.59,1
4151,Mixer Grinder,1000 W,Havells,5076,90.0,9.0,10.0,109.0,0
4152,Washing Machine,7 kg,Godrej,21960,118.8,11.88,11.88,142.56,0
4153,Television,55 inch,OnePlus,67361,183.6,18.36,35.7,237.66,1
4154,Geyser/Water Heater,15 L,Crompton,5289,60.0,6.0,6.0,72.0,1
4155,Fans,52 inch,Bajaj,3362,25.25,2.52,3.03,30.8,1
4156,Fans,52 inch,Havells,3608,25.0,2.5,3.0,30.5,0
4157,Refrigerator,500 L,LG,55193,245.0,24.5,39.2,308.7,1
4158,Gas Stove/Cooktop,4 Burner,Prestige,4110,50.0,5.0,5.0,60.0,1
4159,Refrigerator,340 L,Haier,30713,220.0,22.0,30.0,272.0,1
4160,Air Conditioner,1 Ton,Blue Star,34397,202.0,20.2,25.25,247.45,0
4161,Mixer Grinder,500 W,Philips,2000,52.5,5.25,5.25,63.0,0
4162,Gas Stove/Cooktop,3 Burner,Elica,5006,48.0,4.8,4.8,57.6,0
4163,Television,55 inch,Vu,66436,198.0,19.8,38.5,256.3,0
4164,Refrigerator,240 L,Haier,21030,180.0,18.0,20.0,218.0,0
4165,Washing Machine,8 kg,Samsung,38008,142.5,14.25,14.25,171.0,1
4166,Cooler,30 L,Symphony,7387,44.0,4.4,11.0,59.4,0
4167,Water Purifier,RO+UV+UF,Livpure,17281,84.0,8.4,4.2,96.6,1
4168,Cooler,50 L,Crompton,15914,50.0,5.0,10.0,65.0,1
4169,Washing Machine,8 kg,Bosch,35823,144.0,14.4,14.4,172.8,0
4170,Refrigerator,500 L,Panasonic,40706,250.0,25.0,40.0,315.0,0
4171,Television,32 inch,Xiaomi,20827,103.0,10.3,20.6,133.9,0
4172,Gas Stove/Cooktop,4 Burner,Sunflame,5161,47.5,4.75,4.75,57.0,1
4173,Refrigerator,340 L,Panasonic,40525,220.0,22.0,30.0,272.0,1
4174,Television,75 inch,Xiaomi,95578,257.5,25.75,51.5,334.75,0
4175,Cooler,30 L,Havells,11116,40.0,4.0,10.0,54.0,0
4176,Gas Stove/Cooktop,2 Burner,Butterfly,2267,28.5,2.85,2.85,34.2,1
4177,Television,65 inch,Vu,88051,242.0,24.2,44.0,310.2,0
4178,Air Conditioner,2 Ton,Hitachi,58199,345.0,34.5,36.8,416.3,1
4179,Gas Stove/Cooktop,3 Burner,Prestige,4564,40.0,4.0,4.0,48.0,0
4180,Refrigerator,340 L,Whirlpool,31348,211.2,21.12,28.8,261.12,1
4181,Television,43 inch,TCL,30534,117.6,11.76,24.5,153.86,0
4182,Mixer Grinder,500 W,Panasonic,3844,50.0,5.0,5.0,60.0,1
4183,Washing Machine,8 kg,Godrej,27454,148.5,14.85,14.85,178.2,1
4184,Geyser/Water Heater,6 L,Racold,2147,41.2,4.12,4.12,49.44,1
4185,Fans,52 inch,Havells,3493,25.0,2.5,3.0,30.5,0
4186,Refrigerator,240 L,LG,29338,176.4,17.64,19.6,213.64,0
4187,Air Conditioner,1 Ton,Blue Star,38529,202.0,20.2,25.25,247.45,1
4188,Refrigerator,500 L,Samsung,41825,237.5,23.75,38.0,299.25,1
4189,Refrigerator,190 L,Whirlpool,19655,144.0,14.4,14.4,172.8,1
4190,Cooler,20 L,Havells,7318,30.0,3.0,8.0,41.0,1
4191,Air Conditioner,1 Ton,LG,29680,196.0,19.6,24.5,240.1,0
4192,Mixer Grinder,1000 W,Bajaj,6504,90.9,9.09,10.1,110.09,1
4193,Refrigerator,340 L,Panasonic,44845,220.0,22.0,30.0,272.0,1
4194,Air Conditioner,1.5 Ton,Voltas,47279,250.0,25.0,25.0,300.0,0
4195,Refrigerator,300 L,Samsung,33259,190.0,19.0,23.75,232.75,1
4196,Television,32 inch,OnePlus,20642,102.0,10.2,20.4,132.6,1
4197,Cooler,20 L,Havells,5009,30.0,3.0,8.0,41.0,1
4198,Television,43 inch,Sony,30020,144.0,14.4,30.0,188.4,0
4199,Gas Stove/Cooktop,2 Burner,Elica,3394,36.0,3.6,3.6,43.2,1
4200,Geyser/Water Heater,6 L,Racold,2859,41.2,4.12,4.12,49.44,1
4201,Fans,52 inch,Crompton,2617,25.0,2.5,3.0,30.5,1
4202,Gas Stove/Cooktop,4 Burner,Sunflame,4311,47.5,4.75,4.75,57.0,0
4203,Refrigerator,300 L,Haier,30013,200.0,20.0,25.0,245.0,0
4204,Mixer Grinder,500 W,Morphy Richards,3873,55.0,5.5,5.5,66.0,0
4205,Air Conditioner,2 Ton,Voltas,67866,300.0,30.0,32.0,362.0,0
4206,Cooler,50 L,Symphony,14072,55.0,5.5,11.0,71.5,0
4207,Water Purifier,RO+UV,HUL,8792,60.0,6.0,4.0,70.0,1
4208,Refrigerator,340 L,Haier,35159,220.0,22.0,30.0,272.0,1
4209,Washing Machine,6 kg,IFB,15382,97.0,9.7,9.7,116.4,0
4210,Television,75 inch,Xiaomi,112834,257.5,25.75,51.5,334.75,1
4211,Television,43 inch,Samsung,27977,114.0,11.4,23.75,149.15,1
4212,Refrigerator,240 L,Whirlpool,28148,172.8,17.28,19.2,209.28,0
4213,Television,75 inch,Sony,95463,300.0,30.0,60.0,390.0,0
4214,Refrigerator,300 L,Panasonic,33032,200.0,20.0,25.0,245.0,0
4215,Mixer Grinder,500 W,Havells,2594,50.0,5.0,5.0,60.0,0
4216,Refrigerator,340 L,Godrej,42328,217.8,21.78,29.7,269.28,0
4217,Television,43 inch,Sony,34273,144.0,14.4,30.0,188.4,0
4218,Washing Machine,9 kg,Bosch,39135,172.8,17.28,17.28,207.36,1
4219,Television,50 inch,Xiaomi,48043,154.5,15.45,30.9,200.85,0
4220,Washing Machine,8 kg,Godrej,32625,148.5,14.85,14.85,178.2,0
4221,Television,43 inch,Sony,35473,144.0,14.4,30.0,188.4,1
4222,Washing Machine,8 kg,Samsung,30154,142.5,14.25,14.25,171.0,0
4223,Geyser/Water Heater,6 L,V-Guard,2110,44.0,4.4,4.4,52.8,0
4224,Water Purifier,RO+UV,Blue Star,9440,60.6,6.06,4.04,70.7,0
4225,Television,50 inch,LG,57333,147.0,14.7,29.4,191.1,1
4226,Cooler,20 L,Havells,7567,30.0,3.0,8.0,41.0,1
4227,Washing Machine,6 kg,Bosch,15608,96.0,9.6,9.6,115.2,1
4228,Refrigerator,240 L,LG,29987,176.4,17.64,19.6,213.64,1
4229,Geyser/Water Heater,10 L,Havells,5000,50.0,5.0,5.0,60.0,0
4230,Refrigerator,340 L,Haier,47725,220.0,22.0,30.0,272.0,0
4231,Cooler,50 L,Voltas,10344,50.0,5.0,10.0,65.0,0
4232,Gas Stove/Cooktop,2 Burner,Bajaj,2690,30.3,3.03,3.03,36.36,0
4233,Cooler,20 L,Symphony,8257,33.0,3.3,8.8,45.1,1
4234,Cooler,30 L,Bajaj,11300,40.4,4.04,10.1,54.54,1
4235,Television,65 inch,OnePlus,61335,224.4,22.44,40.8,287.64,0
4236,Mixer Grinder,1000 W,Panasonic,6513,90.0,9.0,10.0,109.0,1
4237,Geyser/Water Heater,10 L,V-Guard,3119,55.0,5.5,5.5,66.0,0
4238,Refrigerator,240 L,Godrej,21782,178.2,17.82,19.8,215.82,0
4239,Refrigerator,300 L,LG,37988,196.0,19.6,24.5,240.1,1
4240,Refrigerator,500 L,Samsung,62962,237.5,23.75,38.0,299.25,0
4241,Television,32 inch,Vu,23620,110.0,11.0,22.0,143.0,0
4242,Mixer Grinder,500 W,Havells,3644,50.0,5.0,5.0,60.0,1
4243,Fans,48 inch,Crompton,2409,20.0,2.0,2.0,24.0,1
4244,Cooler,30 L,Bajaj,7089,40.4,4.04,10.1,54.54,0
4245,Air Conditioner,1 Ton,Hitachi,36167,230.0,23.0,28.75,281.75,0
4246,Washing Machine,8 kg,Bosch,37763,144.0,14.4,14.4,172.8,0
4247,Washing Machine,6 kg,Godrej,18701,99.0,9.9,9.9,118.8,1
4248,Fans,48 inch,Orient,2243,21.8,2.18,2.18,26.16,1
4249,Television,65 inch,LG,74779,215.6,21.56,39.2,276.36,1
4250,Refrigerator,340 L,Whirlpool,36074,211.2,21.12,28.8,261.12,0
4251,Geyser/Water Heater,15 L,Crompton,7799,60.0,6.0,6.0,72.0,1
4252,Cooler,30 L,Crompton,9826,40.0,4.0,10.0,54.0,1
4253,Geyser/Water Heater,15 L,AO Smith,5820,75.0,7.5,7.5,90.0,1
4254,Air Conditioner,1.5 Ton,Samsung,46700,237.5,23.75,23.75,285.0,0
4255,Refrigerator,500 L,LG,50151,245.0,24.5,39.2,308.7,0
4256,Gas Stove/Cooktop,3 Burner,Prestige,5831,40.0,4.0,4.0,48.0,1
4257,Fans,52 inch,Bajaj,2383,25.25,2.52,3.03,30.8,0
4258,Refrigerator,240 L,Samsung,26024,171.0,17.1,19.0,207.1,1
4259,Washing Machine,9 kg,Whirlpool,39024,172.8,17.28,17.28,207.36,0
4260,Television,50 inch,TCL,53701,147.0,14.7,29.4,191.1,0
4261,Fans,52 inch,Usha,2702,25.5,2.55,3.06,31.11,1
4262,Mixer Grinder,750 W,Morphy Richards,4974,77.0,7.7,7.7,92.4,1
4263,Washing Machine,8 kg,Whirlpool,32862,144.0,14.4,14.4,172.8,1
4264,Geyser/Water Heater,6 L,V-Guard,3146,44.0,4.4,4.4,52.8,1
4265,Fans,48 inch,Usha,2592,20.4,2.04,2.04,24.48,1
4266,Television,75 inch,Vu,82575,275.0,27.5,55.0,357.5,0
4267,Fans,48 inch,Orient,2683,21.8,2.18,2.18,26.16,1
4268,Washing Machine,6 kg,IFB,22796,97.0,9.7,9.7,116.4,0
4269,Refrigerator,190 L,Whirlpool,19536,144.0,14.4,14.4,172.8,1
4270,Mixer Grinder,500 W,Preethi,3117,57.5,5.75,5.75,69.0,1
4271,Water Purifier,RO+UV+UF,Livpure,17681,84.0,8.4,4.2,96.6,0
4272,Washing Machine,8 kg,Whirlpool,34984,144.0,14.4,14.4,172.8,1
4273,Refrigerator,300 L,Haier,28417,200.0,20.0,25.0,245.0,0
4274,Air Conditioner,2 Ton,Blue Star,66846,303.0,30.3,32.32,365.62,0
4275,Refrigerator,300 L,Haier,31615,200.0,20.0,25.0,245.0,0
4276,Geyser/Water Heater,10 L,Bajaj,3784,50.5,5.05,5.05,60.6,0
4277,Geyser/Water Heater,10 L,Crompton,5330,50.0,5.0,5.0,60.0,1
4278,Refrigerator,500 L,Godrej,44217,247.5,24.75,39.6,311.85,1
4279,Refrigerator,190 L,Haier,19419,150.0,15.0,15.0,180.0,0
4280,Geyser/Water Heater,6 L,Crompton,2582,40.0,4.0,4.0,48.0,1
4281,Mixer Grinder,1000 W,Preethi,5338,103.5,10.35,11.5,125.35,0
4282,Refrigerator,190 L,Whirlpool,21602,144.0,14.4,14.4,172.8,1
4283,Gas Stove/Cooktop,3 Burner,Sunflame,5469,38.0,3.8,3.8,45.6,1
4284,Mixer Grinder,500 W,Philips,2523,52.5,5.25,5.25,63.0,1
4285,Washing Machine,7 kg,Whirlpool,26304,115.2,11.52,11.52,138.24,0
4286,Geyser/Water Heater,10 L,AO Smith,5893,62.5,6.25,6.25,75.0,1
4287,Cooler,50 L,Crompton,18812,50.0,5.0,10.0,65.0,1
4288,Television,43 inch,OnePlus,36605,122.4,12.24,25.5,160.14,1
4289,Fans,52 inch,Atomberg,3389,26.25,2.62,3.15,32.02,0
4290,Refrigerator,500 L,LG,45225,245.0,24.5,39.2,308.7,1
4291,Fans,52 inch,Bajaj,3838,25.25,2.52,3.03,30.8,0
4292,Refrigerator,500 L,Samsung,60315,237.5,23.75,38.0,299.25,1
4293,Refrigerator,500 L,Panasonic,44562,250.0,25.0,40.0,315.0,0
4294,Mixer Grinder,750 W,Panasonic,4346,70.0,7.0,7.0,84.0,0
4295,Refrigerator,240 L,LG,23190,176.4,17.64,19.6,213.64,1
4296,Fans,48 inch,Atomberg,2780,21.0,2.1,2.1,25.2,1
4297,Refrigerator,500 L,Haier,67513,250.0,25.0,40.0,315.0,0
4298,Gas Stove/Cooktop,4 Burner,Bajaj,4038,50.5,5.05,5.05,60.6,0
4299,Cooler,30 L,Kenstar,11335,39.6,3.96,9.9,53.46,1
4300,Gas Stove/Cooktop,2 Burner,Sunflame,2619,28.5,2.85,2.85,34.2,0
4301,Gas Stove/Cooktop,4 Burner,Elica,5435,60.0,6.0,6.0,72.0,0
4302,Gas Stove/Cooktop,4 Burner,Bajaj,6220,50.5,5.05,5.05,60.6,0
4303,Gas Stove/Cooktop,2 Burner,Prestige,2720,30.0,3.0,3.0,36.0,1
4304,Refrigerator,300 L,Whirlpool,28223,192.0,19.2,24.0,235.2,0
4305,Air Conditioner,1.5 Ton,Samsung,48088,237.5,23.75,23.75,285.0,1
4306,Washing Machine,6 kg,LG,22804,98.0,9.8,9.8,117.6,1
4307,Air Conditioner,1 Ton,Hitachi,25559,230.0,23.0,28.75,281.75,0
4308,Television,32 inch,Samsung,24331,95.0,9.5,19.0,123.5,1
4309,Refrigerator,300 L,Godrej,38591,198.0,19.8,24.75,242.55,1
4310,Washing Machine,8 kg,Bosch,33625,144.0,14.4,14.4,172.8,0
4311,Television,75 inch,Vu,87031,275.0,27.5,55.0,357.5,0
4312,Air Conditioner,1.5 Ton,Voltas,39319,250.0,25.0,25.0,300.0,0
4313,Cooler,20 L,Crompton,5164,30.0,3.0,8.0,41.0,0
4314,Cooler,20 L,Crompton,7431,30.0,3.0,8.0,41.0,0
4315,Television,50 inch,OnePlus,38855,153.0,15.3,30.6,198.9,0
4316,Television,75 inch,Sony,109063,300.0,30.0,60.0,390.0,1
4317,Mixer Grinder,500 W,Morphy Richards,2877,55.0,5.5,5.5,66.0,0
4318,Mixer Grinder,750 W,Preethi,4516,80.5,8.05,8.05,96.6,1
4319,Washing Machine,7 kg,Godrej,26068,118.8,11.88,11.88,142.56,0
4320,Cooler,30 L,Bajaj,7439,40.4,4.04,10.1,54.54,0
4321,Washing Machine,9 kg,LG,48783,176.4,17.64,17.64,211.68,0
4322,Water Purifier,RO+UV+UF,HUL,17161,80.0,8.0,4.0,92.0,0
4323,Mixer Grinder,750 W,Bajaj,3327,70.7,7.07,7.07,84.84,1
4324,Refrigerator,340 L,Panasonic,44464,220.0,22.0,30.0,272.0,0
4325,Gas Stove/Cooktop,4 Burner,Prestige,4119,50.0,5.0,5.0,60.0,1
4326,Television,75 inch,OnePlus,114238,255.0,25.5,51.0,331.5,1
4327,Geyser/Water Heater,6 L,AO Smith,2592,50.0,5.0,5.0,60.0,1
4328,Air Conditioner,1 Ton,LG,35315,196.0,19.6,24.5,240.1,0
4329,Television,32 inch,Samsung,29072,95.0,9.5,19.0,123.5,1
4330,Mixer Grinder,500 W,Philips,3524,52.5,5.25,5.25,63.0,1
4331,Washing Machine,8 kg,Bosch,25682,144.0,14.4,14.4,172.8,1
4332,Television,43 inch,LG,38625,117.6,11.76,24.5,153.86,0
